Source,Station,Latitude,Longitude
EMP,EMP EZ6,38.0583,-122.0696
EMP,EMP EZ6,38.0529,-121.9404
EMP,EMP EZ6,38.0552,-121.9473
EMP,EMP EZ6,38.0486,-121.9034
EMP,EMP EZ6,38.0663,-121.7855
EMP,EMP EZ6,38.0523,-121.883
EMP,EMP EZ6,38.0645,-121.8354
EMP,EMP EZ6,38.066,-122.0501
EMP,EMP EZ6,38.056,-121.9537
EMP,EMP EZ6,38.0479,-121.9282
EMP,EMP EZ6,38.0594,-121.8665
EMP,EMP EZ6,38.0622,-121.8586
EMP,EMP EZ6,38.0648,-121.8327
EMP,EMP EZ6,38.07755,-121.7634
EMP,EMP EZ6,38.1241,-121.6988
EMP,EMP EZ6,38.061,-121.8028
EMP,EMP EZ6,38.0544,-121.8783
EMP,EMP EZ6,38.0501,-122.0973
EMP,EMP EZ6,38.0509,-122.0899
EMP,EMP EZ6,38.0581,-122.0735
EMP,EMP EZ6,38.0611,-122.0525
EMP,EMP EZ6,38.057992,-121.99
EMP,EMP EZ6,38.04917333,-121.9144
EMP,EMP EZ6,38.0588,-121.9733
EMP,EMP EZ6,38.04868,-121.91683
EMP,EMP EZ6,38.0651,-121.8351
EMP,EMP EZ6,38.06985,-121.78013
EMP,EMP EZ6,38.06237,-121.82613
EMP,EMP EZ6,38.059939,-121.86548
EMP,EMP EZ6,38.060229,-121.80856
EMP,EMP EZ6,38.04806,-121.90425
EMP,EMP EZ6,38.064738,-121.834588
EMP,EMP EZ6,38.06248,-121.8205
EMP,EMP EZ6,38.065545,-121.838168
EMP,EMP EZ6,38.074626,-121.770251
EMP,EMP EZ6,38.077516,-121.764583
EMP,EMP EZ6,38.061623,-121.79877
EMP,EMP EZ6,38.06419,-121.83295
EMP,EMP EZ6,38.07082,-121.77607
EMP,EMP EZ6,38.08346,-121.752523
EMP,EMP EZ6,38.075715,-121.7693
EMP,EMP EZ6,38.08646,-121.747308
EMP,EMP EZ6,38.085075,-121.752023
EMP,EMP EZ6,38.107855,-121.716201
EMP,EMP EZ6,38.06018,-121.805898
EMP,EMP EZ6-SJR,38.0284,-121.7513
EMP,EMP EZ6-SJR,38.0216,-121.8063
EMP,EMP EZ6-SJR,38.0259,-121.7809
EMP,EMP EZ6-SJR,38.0272,-121.7432
EMP,EMP EZ6-SJR,38.0284,-121.7692
EMP,EMP EZ6-SJR,38.0281,-121.7473
EMP,EMP EZ6-SJR,38.0274,-121.744
EMP,EMP EZ6-SJR,38.024,-121.7925
EMP,EMP EZ6-SJR,38.0324,-121.7241
EMP,EMP EZ6-SJR,38.0275,-121.7475
EMP,EMP EZ6-SJR,38.0303,-121.7339
EMP,EMP EZ6-SJR,38.0325,-121.7266
EMP,EMP EZ6-SJR,38.0244,-121.795
EMP,EMP EZ6-SJR,38.022,-121.8069
EMP,EMP EZ6-SJR,38.0212,-121.80683
EMP,EMP EZ6-SJR,38.02215,-121.80324
EMP,EMP EZ6-SJR,38.023836,-121.790288
EMP,EMP EZ6-SJR,38.027666,-121.771483
EMP,EMP EZ6-SJR,38.02749,-121.773295
EMP,EMP EZ6-SJR,38.021991,-121.808295
EMP,EMP EZ6-SJR,38.021786,-121.807883
EMP,EMP EZ6-SJR,38.0276,-121.747466
EMP,EMP EZ6-SJR,38.027831,-121.737378
EMP,EMP EZ6-SJR,38.027165,-121.772003
EMP,EMP EZ6-SJR,38.021758,-121.805465
EMP,EMP EZ6-SJR,38.029137,-121.73276
EMP,EMP MD10,38.04381,-121.4188
EMP,EMP MD10A,38.04226,-121.4199
EMP,EMP MD6,38.1415,-121.4687
EMP,EMP MD7,38.12513,-121.497
EMP,EMP MD7A,38.11382,-121.498
EMP,EMP NZ032,38.16991,-122.0211
EMP,EMP NZ068,38.14272,-121.6895
EMP,EMP NZS42,38.18045,-122.0476
EMP,EMP P12,37.80472,-121.45
EMP,EMP P12A,37.80284,-121.4569
EMP,EMP P8,37.97817,-121.3823
EMP,EMP S42,38.18047,-122.0469
FMWT,FMWT 073,38.27433,-121.53937
FMWT,FMWT 408,38.03513,-122.12897
FMWT,FMWT 409,38.04455,-122.10637
FMWT,FMWT 410,38.04883,-122.09647
FMWT,FMWT 411,38.06117,-122.06828
FMWT,FMWT 412,38.06462,-122.06007
FMWT,FMWT 413,38.06595,-122.0473
FMWT,FMWT 414,38.05213,-122.11128
FMWT,FMWT 415,38.05678,-122.10772
FMWT,FMWT 416,38.0702,-122.09415
FMWT,FMWT 417,38.08075,-122.083
FMWT,FMWT 418,38.09383,-122.06973
FMWT,FMWT 501,38.06167,-122.01955
FMWT,FMWT 502,38.05997,-122.00397
FMWT,FMWT 503,38.06022,-121.9832
FMWT,FMWT 504,38.05945,-121.9767
FMWT,FMWT 505,38.05713,-121.95597
FMWT,FMWT 506,38.05281,-121.944
FMWT,FMWT 507,38.05228,-121.939
FMWT,FMWT 508,38.04813,-121.91492
FMWT,FMWT 509,38.04547,-121.90412
FMWT,FMWT 510,38.04888,-121.88783
FMWT,FMWT 511,38.0513,-121.88
FMWT,FMWT 512,38.05638,-121.87722
FMWT,FMWT 513,38.0592,-121.86842
FMWT,FMWT 514,38.06389,-121.844
FMWT,FMWT 515,38.092,-122.01472
FMWT,FMWT 516,38.07867,-121.99408
FMWT,FMWT 517,38.07022,-121.97938
FMWT,FMWT 518,38.06875,-121.96802
FMWT,FMWT 519,38.07378,-121.94725
FMWT,FMWT 601,38.1031,-122.0356
FMWT,FMWT 602,38.11783,-122.04183
FMWT,FMWT 603,38.11552,-122.04805
FMWT,FMWT 604,38.12163,-122.05717
FMWT,FMWT 605,38.14853,-122.05738
FMWT,FMWT 606,38.1698,-122.02177
FMWT,FMWT 607,38.18381,-121.967
FMWT,FMWT 608,38.0887,-121.88332
FMWT,FMWT 609,38.16771,-121.9347
FMWT,FMWT 701,38.06505,-121.83475
FMWT,FMWT 702,38.06111,-121.814
FMWT,FMWT 703,38.06087,-121.79692
FMWT,FMWT 704,38.07087,-121.77892
FMWT,FMWT 705,38.07925,-121.7618
FMWT,FMWT 706,38.0903,-121.74
FMWT,FMWT 707,38.11397,-121.70797
FMWT,FMWT 708,38.12608,-121.6967
FMWT,FMWT 709,38.14787,-121.69048
FMWT,FMWT 710,38.162,-121.68228
FMWT,FMWT 711,38.17595,-121.67028
FMWT,FMWT 735,38.33343,-121.56968
FMWT,FMWT 736,38.36737,-121.5214
FMWT,FMWT 802,38.03528,-121.83875
FMWT,FMWT 804,38.02308,-121.79868
FMWT,FMWT 805,38.02683,-121.772
FMWT,FMWT 806,38.02872,-121.7617
FMWT,FMWT 807,38.02995,-121.73203
FMWT,FMWT 808,38.03337,-121.71942
FMWT,FMWT 809,38.0512,-121.69305
FMWT,FMWT 810,38.07083,-121.67622
FMWT,FMWT 811,38.09742,-121.66487
FMWT,FMWT 812,38.08792,-121.64883
FMWT,FMWT 813,38.09978,-121.62767
FMWT,FMWT 814,38.10128,-121.6022
FMWT,FMWT 815,38.0913,-121.57587
FMWT,FMWT 901,38.05669,-121.667
FMWT,FMWT 903,38.10628,-121.56747
FMWT,FMWT 904,38.07828,-121.56847
FMWT,FMWT 905,38.05953,-121.55573
FMWT,FMWT 906,38.05412,-121.51653
FMWT,FMWT 908,38.04308,-121.5298
FMWT,FMWT 909,38.02442,-121.46705
FMWT,FMWT 910,38.00228,-121.45037
FMWT,FMWT 911,37.99247,-121.40875
FMWT,FMWT 912,37.96883,-121.37172
FMWT,FMWT 915,37.949,-121.55908
FMWT,FMWT 919,38.10572,-121.49525
FMWT,FMWT 920,38.14138,-121.50475
FMWT,FMWT 923,38.13445,-121.56625
FMWT,FMWT 924,38.08914,-121.53575
FMWT,FMWT 925,38.14039,-121.47947
NCRO,NCRO Bethel Island near Piper Slough,38.033354,-121.61984
NCRO,NCRO Doughty Cut near Grantline Canal,37.814722,-121.425222
NCRO,NCRO False River near Oakley,38.055469,-121.667129
NCRO,NCRO Fisherman's Cut,38.065612,-121.647933
NCRO,NCRO Grant Line Canal East,37.82025,-121.434861
NCRO,NCRO Grant Line Canal near Old River,37.820128,-121.544661
NCRO,NCRO Grant Ln Can @ Tracy Rd Bdg,37.820111,-121.449833
NCRO,NCRO Grantline Canal above Dam,37.82016111,-121.447425
NCRO,NCRO Holland Cut at Holland Marina,37.9737,-121.5813
NCRO,NCRO Middle R @ Tracy Rd Bdg,37.8813,-121.4566
NCRO,NCRO Middle River @ Union Point - P10A,37.890778,-121.488361
NCRO,NCRO Middle River at Howard Road,37.876184,-121.383288
NCRO,NCRO Middle River at Undine Road,37.8339408,-121.3857561
NCRO,NCRO Middle River near Tracy Road,37.881425,-121.467399
NCRO,NCRO Mokelumne River near Highway 12,38.108177,-121.576441
NCRO,NCRO Old River @ Tracy Road Bridge - P12,37.8047,-121.4499
NCRO,NCRO Old River Below Clifton Court Intake,37.827969,-121.552609
NCRO,NCRO Old River Downstream DMC Barrier,37.810972,-121.544417
NCRO,NCRO Old River Upstream of Mountain House Creek,37.7938408,-121.5173813
NCRO,NCRO Old River above DMC Barrier,37.81025,-121.542194
NCRO,NCRO Old River at Bacon Island,37.9694,-121.5722
NCRO,NCRO Old River at Tracy Wildlife Association,37.802833,-121.457444
NCRO,NCRO Old River below Headwaters,37.807595,-121.331218
NCRO,NCRO Old River near Bacon Island @ USGS Pile,37.968979,-121.572694
NCRO,NCRO Old River near Doughty Cut - ORX,37.8109972,-121.386575
NCRO,NCRO Old River near Head,37.819306,-121.360278
NCRO,NCRO Paradise Cut,37.8020598,-121.4122564
NCRO,NCRO San Joaquin River at Blind Point,38.0325,-121.719083
NCRO,NCRO San Joaquin River at Prisoner's Point,38.0593,-121.5583
NCRO,NCRO Three Mile Slough at San Joaquin River,38.103248,-121.686169
NCRO,NCRO Three Mile Slough at San Joaquin River,38.1032,-121.6861
NCRO,NCRO Victoria Canal near Byron,37.870944,-121.53
NCRO,NCRO West Canal Above Clifton Court Intake,37.8316051,-121.5540131
SDO,SDO PP,38.0597,-121.556
SDO,SDO lt12,38.0427,-121.4988
SDO,SDO lt14,38.034,-121.4837
SDO,SDO lt18,38.0218,-121.4657
SDO,SDO lt19,38.0107,-121.4567
SDO,SDO lt28,37.9938,-121.4325
SDO,SDO lt34,37.994,-121.4137
SDO,SDO lt4,38.0555,-121.5295
SDO,SDO lt40,37.9782,-121.3825
SDO,SDO lt41,37.9687,-121.3715
SDO,SDO lt43,37.9587,-121.3593
SDO,SDO lt48,37.9522,-121.3378
SDO,SDO lt6,38.0538,-121.5152
SDO,SDO tb,37.9523,-121.3173
SKT,SKT 411,38.05022222222222,-122.07652777777776
SKT,SKT 418,38.0675,-122.09555555555556
SKT,SKT 501,38.07333333333334,-122.02633333333333
SKT,SKT 504,38.051944444444445,-121.98608333333334
SKT,SKT 507,38.052499999999995,-121.9355
SKT,SKT 508,38.04716666666666,-121.91722222222222
SKT,SKT 510,38.048027777777776,-121.88961111111112
SKT,SKT 511,38.05191666666666,-121.88025
SKT,SKT 512,38.055638888888886,-121.87702777777776
SKT,SKT 513,38.058861111111106,-121.86775
SKT,SKT 515,38.09188888888889,-122.016
SKT,SKT 516,38.07683333333334,-121.99580555555556
SKT,SKT 517,38.07047222222223,-121.98311111111111
SKT,SKT 518,38.07091666666667,-121.96569444444444
SKT,SKT 519,38.07475,-121.95808333333332
SKT,SKT 520,38.03216666666667,-121.86311111111112
SKT,SKT 602,38.11555555555556,-122.04239166666666
SKT,SKT 606,38.17058333333333,-122.02791666666668
SKT,SKT 608,38.0895,-121.8840277777778
SKT,SKT 609,38.16708333333333,-121.93783333333332
SKT,SKT 610,38.122194444444446,-121.88911111111112
SKT,SKT 699,38.160833333333336,-122.06833333333331
SKT,SKT 701,38.06563888888888,-121.83469444444444
SKT,SKT 703,38.063138888888886,-121.79608333333331
SKT,SKT 704,38.066583333333334,-121.79031111111112
SKT,SKT 705,38.07961111111111,-121.76147222222222
SKT,SKT 706,38.086083333333335,-121.75044444444444
SKT,SKT 707,38.114694444444446,-121.70786111111111
SKT,SKT 708,38.12525,-121.69797222222222
SKT,SKT 709,38.14713888888889,-121.68897222222222
SKT,SKT 710,38.16319444444444,-121.68161111111112
SKT,SKT 711,38.177416666666666,-121.66225
SKT,SKT 799,38.09283333333334,-121.73883333333332
SKT,SKT 799,38.08952777777778,-121.73647222222222
SKT,SKT 799,38.09241666666667,-121.73988888888888
SKT,SKT 799,38.09438888888889,-121.73688888888888
SKT,SKT 799,38.092222222222226,-121.73991666666667
SKT,SKT 801,38.04369444444444,-121.844
SKT,SKT 804,38.016444444444446,-121.79130555555555
SKT,SKT 807,38.028416666666665,-121.73261111111113
SKT,SKT 808,38.032944444444446,-121.71891666666669
SKT,SKT 809,38.053777777777775,-121.6930277777778
SKT,SKT 812,38.08991666666667,-121.63991666666668
SKT,SKT 815,38.087138888888894,-121.57113888888888
SKT,SKT 899,38.107777777777784,-121.78055555555557
SKT,SKT 906,38.05002777777778,-121.50647222222224
SKT,SKT 909,38.02547222222222,-121.46866666666666
SKT,SKT 910,38.005,-121.45302777777778
SKT,SKT 911,37.99313888888889,-121.41038888888887
SKT,SKT 912,37.96641666666667,-121.36855555555556
SKT,SKT 915,37.94427777777778,-121.56788888888887
SKT,SKT 919,38.10519444444444,-121.49458333333334
SKT,SKT 920,38.141777777777776,-121.50405555555557
SKT,SKT 923,38.13569444444445,-121.56280555555556
SKT,SKT 999,37.87175,-121.57977777777778
STN,STN 411,38.05130555555555,-122.08330555555555
STN,STN 418,38.06480555555555,-122.09780555555557
STN,STN 501,38.072500000000005,-122.02519444444444
STN,STN 504,38.0545,-121.9895
STN,STN 508,38.0455,-121.91880555555556
STN,STN 513,38.05830555555555,-121.868
STN,STN 519,38.07230555555556,-121.95969444444444
STN,STN 520,38.032805555555555,-121.86930555555556
STN,STN 602,38.114,-122.04619444444444
STN,STN 606,38.16947222222222,-122.02566666666668
STN,STN 609,38.16719444444444,-121.938
STN,STN 610,38.118805555555554,-121.88919444444446
STN,STN 704,38.06916666666667,-121.77527777777776
STN,STN 706,38.08519444444445,-121.75069444444443
STN,STN 707,38.1135,-121.7075
STN,STN 711,38.17880555555555,-121.66530555555556
STN,STN 801,38.04369444444444,-121.844
STN,STN 804,38.01819444444445,-121.797
STN,STN 809,38.052499999999995,-121.68919444444444
STN,STN 812,38.09030555555556,-121.6405
STN,STN 815,38.080000000000005,-121.56980555555556
STN,STN 906,38.05169444444444,-121.509
STN,STN 910,38.00180555555555,-121.44869444444444
STN,STN 912,37.966,-121.36730555555556
STN,STN 915,37.942499999999995,-121.5635
STN,STN 918,37.85930555555556,-121.56880555555556
STN,STN 919,38.10480555555556,-121.492
Suisun,Suisun MZ1,38.0933974217999,-121.886406304
Suisun,Suisun MZ2,38.1099318248,-121.890147941
Suisun,Suisun MZ3,38.0714688744999,-121.86934124
Suisun,Suisun MZ4,38.0805235142,-121.88550427
Suisun,Suisun MZ5,38.0914364964,-121.885378993
Suisun,Suisun MZ6,38.1627580241,-121.929291959
Suisun,Suisun MZ7,38.1640284619999,-121.931158275
Suisun,Suisun MZ8,38.1672698388,-121.933747013
Suisun,Suisun MZN3,38.1503740699,-121.916719863
Suisun,Suisun NS1,38.1927966563999,-121.929331864999
Suisun,Suisun NS1L,38.1927966563999,-121.929331864999
Suisun,Suisun NS2,38.1834015211999,-121.925783143999
Suisun,Suisun NS2L,38.1828872494999,-121.926063654
Suisun,Suisun NS3,38.1723923727,-121.928698002
Suisun,Suisun NS3L,38.1723923727,-121.928698002
Suisun,Suisun SU1,38.2178674036999,-122.030960108
Suisun,Suisun SU1B,38.2094781746,-122.034726357
Suisun,Suisun SU1L,38.2178674036999,-122.030960108
Suisun,Suisun SU2,38.1983728928,-122.043382894999
Suisun,Suisun SU2L,38.2094781746,-122.034726357
Suisun,Suisun SU3,38.1394452834,-122.073027256
Suisun,Suisun SU3L,38.1983728928,-122.043382894999
Suisun,Suisun SU4,38.1266574359,-122.081375354
Suisun,Suisun SU5,38.2128004411,-122.034891857
Suisun,Suisun SU6,38.1936032133,-122.039941741
Suisun,Suisun SU7,38.1902982283,-122.039749552
Suisun,Suisun SUVOL,38.1806134659999,-122.048372156
USGS_CAWSC,USGS_CAWSC USGS-11447650,38.45601954,-121.5013437
USGS_SFBS,USGS_SFBS 1,38.04,-121.84
USGS_SFBS,USGS_SFBS 2,38.063333,-121.851667
USGS_SFBS,USGS_SFBS 3,38.051667,-121.88
USGS_SFBS,USGS_SFBS 4,38.048333,-121.935
USGS_SFBS,USGS_SFBS 405,38.048333,-122.123333
USGS_SFBS,USGS_SFBS 407,38.071667,-122.093333
USGS_SFBS,USGS_SFBS 411,38.096667,-122.058333
USGS_SFBS,USGS_SFBS 5,38.06,-121.98
USGS_SFBS,USGS_SFBS 6,38.065,-122.035
USGS_SFBS,USGS_SFBS 649,38.06,-121.8
USGS_SFBS,USGS_SFBS 650,38.071667,-121.775
USGS_SFBS,USGS_SFBS 651,38.078333,-121.763333
USGS_SFBS,USGS_SFBS 652,38.086667,-121.746667
USGS_SFBS,USGS_SFBS 653,38.105,-121.72
USGS_SFBS,USGS_SFBS 654,38.105,-121.708333
USGS_SFBS,USGS_SFBS 655,38.121667,-121.701667
USGS_SFBS,USGS_SFBS 657,38.151667,-121.688333
USGS_SFBS,USGS_SFBS 659,38.178333,-121.666667
USGS_SFBS,USGS_SFBS 7,38.048333,-122.096667
