Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2021,5,2021-05-28,7330,63,42,156,197,635,1030,8423,203,289,802,113,1408,2763,0,0,2763,2320,146,4300,4252,0.12,50,7788,45,84.09
2021,5,2021-05-29,6930,63,40,155,194,659,1047,8041,177,298,802,126,1404,2832,0,0,2832,2220,23,3981,3805,0.13,53,7382,48,84.3
2021,5,2021-05-30,6640,58,38,155,195,668,1056,7753,179,293,801,124,1397,2886,0,0,2886,2110,-107,3780,3471,0.13,55,7085,51,84.56
2021,5,2021-05-31,6260,58,36,154,184,646,1021,7338,203,287,799,99,1388,2944,0,0,2944,2020,-261,3473,3006,0.14,59,6692,55,84.89
2021,6,2021-06-01,5980,57,34,44,170,622,871,6908,218,297,801,75,1392,2969,0,0,2969,1950,-501,3256,2548,0.15,63,6286,59,85.32
2021,6,2021-06-02,6050,55,32,31,168,633,864,6969,195,288,800,79,1362,3006,0,0,3006,1920.09,-533,3344,2600,0.14,63,6336,59,85.71
2021,6,2021-06-03,5750,53,28,31,187,617,864,6667,193,288,799,74,1354,3067,0,0,3067,2135,-349,2810,2246,0.15,66,6050,63,86.17
2021,6,2021-06-04,5690,53,27,31,203,662,923,6666,191,289,798,109,1387,3121,0,0,3121,3140,648,1729,2158,0.15,68,6004,64,86.64
2021,6,2021-06-05,6100,53,24,30,197,711,962,7114,196,299,801,124,1420,3184,0,0,3184,3670,1143,1591,2511,0.15,65,6403,61,86.97
2021,6,2021-06-06,6210,52,23,31,170,783,1007,7269,190,292,798,128,1409,3242,0,0,3242,3550,1041,1804,2618,0.14,64,6486,60,87.27
2021,6,2021-06-07,6180,51,22,32,162,739,956,7187,183,297,804,91,1375,3303,0,0,3303,2579,13,2728,2510,0.15,65,6448,61,87.57
2021,6,2021-06-08,6530,50,21,31,165,718,935,7515,191,295,800,81,1367,3342,0,0,3342,2009.5,-595,3635,2806,0.14,63,6797,59,87.79
2021,6,2021-06-09,6810,49,20,31,168,987,1207,8066,188,290,799,78,1355,3376,0,0,3376,2020,-323,3893,3334,0.13,59,7079,53,87.88
2021,6,2021-06-10,7040,55,20,30,168,1170,1387,8482,191,572,413,78,1254,3413,0,0,3413,2050,-35,4089,3815,0.11,55,7312,48,87.88
2021,6,2021-06-11,6880,56,21,30,166,1230,1446,8382,194,840,0,111,1145,3470,0,0,3470,2010,55,3954,3766,0.09,55,7152,47,87.89
2021,6,2021-06-12,6670,56,21,30,171,1310,1531,8257,184,846,0,123,1153,3525,0,0,3525,2040,127,3698,3578,0.09,57,6947,48,87.93
2021,6,2021-06-13,6720,56,21,30,183,1350,1584,8359,179,848,0,122,1149,3563,0,0,3563,2010,129,3768,3648,0.09,56,7009,48,87.96
2021,6,2021-06-14,6860,55,21,30,201,1330,1582,8497,192,848,0,91,1131,3613,0,0,3613,1990.1,92,3913,3753,0.09,56,7167,48,87.97
2021,6,2021-06-15,7020,55,20,30,211,1240,1501,8576,210,848,0,88,1147,3673,0,0,3673,2040.8,7,4005,3755,0.09,56,7336,49,87.97
2021,6,2021-06-16,6950,54,19,30,187,1220,1455,8460,207,841,0,89,1137,3740,0,0,3740,2900,787,3057,3583,0.09,58,7240,51,88.01
2021,6,2021-06-17,6260,54,18,30,178,1240,1466,7780,200,289,487,87,1063,3745,0,0,3745,3700,1669,1565,2972,0.09,62,6540,55,88.17
2021,6,2021-06-18,6020,54,17,30,236,1280,1563,7637,189,300,536,115,1140,3795,0,0,3795,3820,1777,1191,2702,0.1,65,6357,57,88.37
2021,6,2021-06-19,6220,54,16,30,253,1280,1579,7853,184,98,801,122,1205,3852,0,0,3852,3930,1801,1266,2797,0.1,64,6573,57,88.55
2021,6,2021-06-20,6490,55,14,31,225,1380,1650,8194,180,96,806,116,1199,3904,0,0,3904,3990,1903,1461,3091,0.1,62,6814,55,88.65
2021,6,2021-06-21,6680,55,14,31,194,1350,1588,8323,183,99,808,89,1179,3972,0,0,3972,4070,1897,1553,3172,0.1,62,6973,55,88.73
2021,6,2021-06-22,6940,55,12,31,181,1260,1484,8479,186,94,808,79,1167,4006,0,0,4006,4130,1843,1743,3306,0.1,61,7219,54,88.77
2021,6,2021-06-23,6910,57,12,32,181,1260,1484,8451,180,91,809,80,1160,4020,0,0,4020,4070,1781,1771,3272,0.1,61,7191,55,88.82
2021,6,2021-06-24,6920,59,10,31,194,1280,1516,8495,183,87,809,70,1149,4074,0,0,4074,4070,1789,1768,3272,0.1,61,7215,55,88.87
2021,6,2021-06-25,7060,58,10,31,204,1260,1505,8623,180,90,809,93,1171,4110,0,0,4110,4240,1902,1727,3342,0.09,61,7363,55,88.9
2021,6,2021-06-26,7070,58,9,30,190,1290,1519,8647,179,89,810,104,1181,4100,0,0,4100,4300,1972,1679,3365,0.09,61,7357,54,88.93
2021,6,2021-06-27,6890,60,9,31,181,1370,1591,8541,178,91,811,103,1183,4170,0,0,4170,4210,1907,1572,3187,0.1,63,7171,56,88.99
2021,6,2021-06-28,6950,64,9,31,190,1350,1580,8594,191,0,810,77,1078,4170,0,0,4170,4090,1881,1757,3346,0.08,61,7244,54,89.01
2021,6,2021-06-29,6960,65,9,31,203,1240,1483,8507,193,0,806,65,1064,4300,0,0,4300,3200,824,2621,3144,0.09,63,7267,57,89.08
2021,6,2021-06-30,7140,66,8,31,210,0,249,7455,191,95,805,59,1150,4183,0,0,4183,2375,-1244,3659,2122,0.11,72,7455,72,89.39
2021,7,2021-07-01,7400,66,7,30,199,0,236,7702,123,295,803,64,1285,4167,0,0,4167,2619,-1139,3680,2249,0.13,71,7702,71,89.65
2021,7,2021-07-02,7120,64,7,30,199,1240,1476,8660,114,91,802,94,1102,4188,0,0,4188,3660,1312,2351,3370,0.09,61,7420,55,89.63
2021,7,2021-07-03,6630,62,6,30,204,1290,1530,8222,91,892,400,109,1492,4249,0,0,4249,4080,1356,1422,2481,0.14,70,6932,64,89.82
2021,7,2021-07-04,6790,61,6,31,199,1380,1616,8467,91,100,807,108,1106,4259,0,0,4259,4170,1911,1489,3102,0.1,63,7087,56,89.84
2021,7,2021-07-05,7270,66,6,31,192,1410,1639,8975,95,100,808,71,1074,4299,0,0,4299,4280,2051,1852,3602,0.09,60,7565,52,89.77
2021,7,2021-07-06,7450,68,5,30,193,1290,1518,9037,98,93,808,65,1064,4297,0,0,4297,4430,2092,1885,3676,0.09,59,7747,53,89.69
2021,7,2021-07-07,7630,68,5,31,185,1240,1461,9159,97,71,807,62,1036,4329,0,0,4329,4480,2090,2006,3793,0.09,59,7919,52,89.6
2021,7,2021-07-08,7840,68,4,30,177,1230,1442,9350,104,99,807,62,1072,4312,0,0,4312,4460,2027,2241,3966,0.09,58,8120,51,89.48
2021,7,2021-07-09,7640,69,3,30,189,1220,1442,9151,94,92,806,96,1088,4319,0,0,4319,4460,2007,2039,3744,0.09,59,7931,53,89.41
2021,7,2021-07-10,7420,71,3,30,205,1250,1488,8979,89,95,808,112,1104,4326,0,0,4326,4380,1952,1900,3549,0.09,60,7729,54,89.37
2021,7,2021-07-11,7450,73,3,31,215,1310,1559,9082,98,90,809,105,1101,4342,0,0,4342,4400,2035,1907,3638,0.09,60,7772,53,89.32
2021,7,2021-07-12,7420,73,3,31,205,1330,1569,9062,98,98,809,68,1073,4334,0,0,4334,4460,2139,1820,3656,0.09,60,7732,53,89.27
2021,7,2021-07-13,7330,74,3,32,197,1280,1512,8916,87,90,804,51,1032,4310,0,0,4310,4390,2068,1807,3573,0.09,60,7636,53,89.24
2021,7,2021-07-14,7360,74,2,31,187,1270,1490,8924,100,93,799,50,1042,4297,0,0,4297,4300,1956,1931,3586,0.09,60,7654,53,89.2
2021,7,2021-07-15,7470,69,1,31,181,1260,1473,9012,101,92,793,52,1038,4297,0,0,4297,4340,1981,1996,3676,0.09,59,7752,53,89.15
2021,7,2021-07-16,7510,61,1,30,191,1270,1492,9064,122,347,800,77,1346,4312,0,0,4312,4400,1743,1964,3405,0.12,62,7794,56,89.16
2021,7,2021-07-17,7440,61,2,31,214,1270,1516,9018,134,342,800,94,1370,4331,0,0,4331,4410,1741,1878,3316,0.12,63,7748,57,89.18
2021,7,2021-07-18,7520,55,1,30,228,1350,1609,9184,137,342,800,100,1379,4342,0,0,4342,4480,1888,1880,3463,0.12,62,7834,56,89.17
2021,7,2021-07-19,7580,49,2,30,212,1310,1554,9183,140,347,802,71,1360,4347,0,0,4347,4550,1919,1862,3476,0.12,62,7873,56,89.16
2021,7,2021-07-20,7540,48,2,31,188,1210,1431,9019,141,344,804,54,1343,4294,0,0,4294,4610,1906,1776,3382,0.12,63,7809,57,89.17
2021,7,2021-07-21,7540,38,1,30,182,1250,1463,9041,138,342,804,41,1325,4286,0,0,4286,4630,1982,1748,3430,0.12,62,7791,56,89.17
2021,7,2021-07-22,7740,38,1,30,189,1240,1460,9238,138,342,806,48,1334,4300,0,0,4300,4570,1901,2004,3604,0.12,61,7998,55,89.13
2021,7,2021-07-23,7750,38,1,30,205,1250,1486,9274,146,344,804,94,1388,4278,0,0,4278,4590,1908,2000,3608,0.12,61,8024,55,89.1
2021,7,2021-07-24,7510,47,1,30,203,1270,1504,9062,143,342,807,109,1401,4270,0,0,4270,4510,1838,1852,3391,0.12,63,7792,56,89.11
2021,7,2021-07-25,7500,48,1,31,194,1330,1555,9103,147,345,807,107,1405,4260,0,0,4260,4500,1881,1855,3437,0.12,62,7773,56,89.11
2021,7,2021-07-26,7790,48,1,31,196,1330,1557,9395,145,346,805,94,1391,4248,0,0,4248,4510,1915,2138,3756,0.12,60,8065,53,89.06
2021,7,2021-07-27,8130,46,0,31,208,1270,1510,9686,141,341,823,87,1392,4248,0,0,4248,4470,1827,2516,4046,0.11,58,8416,52,88.95
2021,7,2021-07-28,7510,44,0,31,200,1270,1501,9056,142,339,870,72,1423,4184,0,0,4184,4420,1779,1963,3449,0.13,62,7786,56,88.96
2021,7,2021-07-29,7380,43,0,30,189,1260,1479,8902,145,346,835,93,1420,4176,0,0,4176,4380,1725,1874,3306,0.12,63,7642,57,89
2021,7,2021-07-30,7300,42,0,31,188,1230,1450,8792,139,347,803,115,1404,4175,0,0,4175,4350,1682,1823,3213,0.12,63,7562,58,89.05
2021,7,2021-07-31,7140,42,0,30,202,1220,1452,8634,139,344,803,130,1415,4140,0,0,4140,4280,1626,1743,3080,0.13,64,7414,58,89.12
2021,8,2021-08-01,7070,42,0,31,213,1320,1564,8676,139,291,803,123,1356,4147,0,0,4147,4190,1703,1761,3173,0.12,63,7356,57,89.17
2021,8,2021-08-02,7170,41,0,30,214,1320,1564,8775,150,298,801,96,1346,4148,0,0,4148,4150,1672,1900,3281,0.12,63,7455,56,89.2
2021,8,2021-08-03,7190,41,0,31,201,1240,1472,8702,144,290,803,82,1319,4078,0,0,4078,4120,1622,1969,3306,0.12,62,7462,56,89.22
2021,8,2021-08-04,7080,42,0,31,192,1240,1463,8584,144,296,803,82,1325,4092,0,0,4092,4110,1588,1866,3168,0.12,63,7344,57,89.27
2021,8,2021-08-05,7300,43,0,31,192,1270,1493,8836,123,295,802,71,1292,4056,0,0,4056,4240,1805,1968,3489,0.12,61,7566,54,89.25
2021,8,2021-08-06,7430,43,0,31,188,1280,1499,8972,85,300,817,106,1309,4051,0,0,4051,4340,1897,1999,3612,0.12,60,7692,53,89.21
2021,8,2021-08-07,7280,43,0,31,184,1310,1525,8848,70,293,804,129,1296,3997,0,0,3997,4270,1901,1934,3555,0.12,60,7538,53,89.18
2021,8,2021-08-08,7230,43,0,34,188,1360,1582,8855,60,699,804,117,1680,4004,0,0,4004,4210,1509,1942,3171,0.16,64,7495,58,89.23
2021,8,2021-08-09,7250,43,0,36,195,1320,1551,8844,60,0,803,88,951,3936,0,0,3936,4210,2252,1981,3957,0.08,55,7524,47,89.14
2021,8,2021-08-10,7290,43,0,34,189,1270,1493,8825,73,293,803,68,1237,3936,0,0,3936,4150,1847,2081,3652,0.12,59,7555,52,89.1
2021,8,2021-08-11,7290,42,0,30,174,1250,1454,8787,49,294,802,73,1217,3853,0,0,3853,4210,1943,2044,3717,0.11,58,7537,51,89.05
2021,8,2021-08-12,7290,43,0,30,170,1270,1470,8803,77,290,802,80,1248,3857,0,0,3857,4330,2045,1923,3698,0.11,58,7533,51,89
2021,8,2021-08-13,7370,44,0,30,183,1260,1473,8887,78,290,800,115,1283,3828,0,0,3828,4290,1992,2052,3776,0.11,58,7627,50,88.95
2021,8,2021-08-14,7220,44,0,30,199,1260,1489,8753,74,296,798,123,1291,3784,0,0,3784,4280,2018,1925,3678,0.12,58,7493,51,88.91
2021,8,2021-08-15,7130,45,0,29,207,1100,1336,8511,89,298,799,88,1274,3792,0,0,3792,4380,1977,1733,3444,0.12,60,7411,54,88.92
2021,8,2021-08-16,7380,45,0,30,207,1020,1257,8682,87,295,802,76,1259,3762,0,0,3762,4470,2022,1901,3660,0.12,58,7662,52,88.9
2021,8,2021-08-17,7700,45,0,29,193,929,1151,8896,82,346,804,69,1301,3765,0,0,3765,4530,1932,2160,3829,0.13,57,7967,52,88.84
2021,8,2021-08-18,8040,44,0,29,177,734,940,9024,82,341,805,76,1304,3684,0,0,3684,4580,1822,2472,4036,0.12,55,8290,51,88.75
2021,8,2021-08-19,8230,44,0,29,171,606,806,9079,67,338,804,76,1285,3648,0,0,3648,4660,1810,2592,4147,0.12,54,8473,51,88.65
2021,8,2021-08-20,8090,44,0,29,178,576,783,8917,60,348,924,108,1440,3649,0,0,3649,4700,1671,2412,3828,0.14,57,8341,54,88.61
2021,8,2021-08-21,8120,45,0,30,170,557,757,8922,59,346,987,112,1505,3601,0,0,3601,4750,1662,2407,3817,0.14,57,8365,54,88.57
2021,8,2021-08-22,8150,48,0,30,166,563,759,8956,59,341,987,75,1462,3544,0,0,3544,4740,1733,2465,3950,0.14,56,8393,53,88.51
2021,8,2021-08-23,8080,49,0,25,160,529,714,8843,59,339,990,73,1460,3554,0,0,3554,4680,1624,2454,3829,0.14,57,8314,54,88.47
2021,8,2021-08-24,8180,48,0,25,151,488,664,8892,59,344,986,78,1467,3521,0,0,3521,4620,1529,2622,3904,0.15,56,8404,54,88.42
2021,8,2021-08-25,8100,47,0,25,144,471,640,8787,59,345,985,71,1460,3471,0,0,3471,4570,1494,2605,3856,0.15,56,8316,54,88.39
2021,8,2021-08-26,8190,46,0,25,156,424,605,8841,29,343,977,66,1414,3434,0,0,3434,4560,1518,2714,3992,0.15,55,8417,53,88.33
2021,8,2021-08-27,8070,45,0,24,160,430,614,8729,0,347,838,70,1256,3440,0,0,3440,4530,1652,2622,4033,0.13,54,8299,51,88.27
2021,8,2021-08-28,7670,44,0,24,152,412,588,8302,0,346,992,58,1397,3391,229,0,3162,4490,1625,2339,3742,0.16,55,7890,53,88.26
2021,8,2021-08-29,7470,45,0,25,153,411,589,8104,0,346,994,40,1380,3342,229,0,3113,4420,1605,2223,3611,0.16,55,7693,53,88.28
2021,8,2021-08-30,7330,47,0,25,171,425,621,7997,0,346,996,55,1397,3292,229,0,3063,4270,1503,2249,3537,0.17,56,7572,53,88.31
2021,8,2021-08-31,7250,47,0,25,177,428,630,7927,20,349,1000,50,1419,3242,229,0,3013,4180,1432,2273,3495,0.17,56,7499,53,88.34
2021,9,2021-09-01,7350,48,0,25,158,421,604,8002,30,294,1759,44,2126,3173,229,0,2944,4200,764,2373,2931,0.25,63,7581,61,88.49
2021,9,2021-09-02,7750,48,0,25,153,398,576,8374,36,295,1737,52,2120,3158,0,0,3158,4210,613,2703,3095,0.24,63,7976,61,88.59
2021,9,2021-09-03,7880,47,0,25,156,392,573,8500,38,191,1730,95,2055,3115,0,0,3115,4410,904,2645,3331,0.22,61,8108,59,88.64
2021,9,2021-09-04,7990,46,0,25,166,370,561,8596,44,189,1732,116,2080,3100,0,0,3100,4560,1025,2608,3416,0.22,60,8226,58,88.67
2021,9,2021-09-05,8020,45,0,25,174,424,623,8688,47,191,1736,88,2062,3015,0,0,3015,4670,1272,2551,3611,0.22,58,8264,56,88.66
2021,9,2021-09-06,7900,42,0,25,174,448,647,8589,47,199,1735,77,2058,2957,0,0,2957,4590,1257,2524,3575,0.22,58,8141,56,88.66
2021,9,2021-09-07,7630,41,0,25,160,434,619,8290,45,197,1735,69,2045,2907,0,0,2907,3440,125,3418,3339,0.23,60,7856,57,88.71
2021,9,2021-09-08,7510,41,0,25,151,386,562,8113,39,190,1728,63,2020,2848,0,0,2848,2623.2,-687,4130,3244,0.23,60,7727,58,88.77
2021,9,2021-09-09,7570,39,0,24,169,323,516,8125,39,192,1743,73,2047,2824,0,0,2824,2670,-697,4149,3254,0.23,60,7802,58,88.82
2021,9,2021-09-10,7830,37,0,24,192,323,539,8406,52,293,1743,108,2197,2774,458,0,2316,3710,547,3508,3893,0.23,54,8083,52,88.76
2021,9,2021-09-11,7780,35,0,24,195,341,560,8375,42,296,1904,112,2355,2714,458,0,2256,4550,1289,2634,3765,0.25,55,8034,53,88.72
2021,9,2021-09-12,7640,35,0,25,181,400,606,8281,36,290,1899,81,2306,2663,458,0,2205,4380,1247,2677,3769,0.25,54,7881,52,88.68
2021,9,2021-09-13,7580,36,0,26,170,411,607,8223,40,295,1904,60,2299,2640,458,0,2182,3144,33,3861,3741,0.26,55,7812,52,88.65
2021,9,2021-09-14,7540,36,0,26,149,377,552,8129,47,343,1897,57,2345,2575,458,0,2117,2450.2,-718,4533,3667,0.27,55,7752,53,88.63
2021,9,2021-09-15,7490,37,0,25,143,432,600,8127,58,340,2552,51,3002,2549,0,0,2549,2440.02,-1619,4373,2576,0.35,68,7695,67,88.85
2021,9,2021-09-16,7590,38,0,26,152,465,643,8271,58,349,2554,43,3005,2540,0,0,2540,2720,-1293,4197,2727,0.34,67,7806,65,89.01
2021,9,2021-09-17,7670,40,0,28,160,482,670,8380,76,394,2547,72,3089,2511,0,0,2511,4050,0,2957,2780,0.35,67,7898,65,89.16
2021,9,2021-09-18,7730,41,0,29,161,474,664,8435,75,389,2550,88,3101,2459,0,0,2459,4640,604,2443,2875,0.34,66,7961,64,89.27
2021,9,2021-09-19,7910,41,0,29,157,519,705,8656,78,389,2704,69,3241,2412,0,0,2412,4490,387,2785,3004,0.35,65,8137,63,89.35
2021,9,2021-09-20,7750,39,0,30,153,493,676,8465,61,396,2701,57,3215,2426,0,0,2426,3320,-796,3790,2824,0.36,67,7972,65,89.46
2021,9,2021-09-21,7520,38,0,28,153,427,608,8166,79,389,2708,40,3216,2377,0,0,2377,2603.8,-1549,4288,2573,0.38,68,7739,67,89.63
2021,9,2021-09-22,7340,38,0,28,141,418,587,7965,78,385,2704,60,3228,2327,0,0,2327,2550.04,-1603,4176,2411,0.38,70,7547,68,89.83
2021,9,2021-09-23,7490,38,3,28,135,344,510,8039,77,489,2702,25,3293,2306,0,0,2306,2633,-1648,4250,2440,0.39,70,7695,68,90.01
2021,9,2021-09-24,7390,39,6,28,142,304,480,7909,78,492,2703,56,3330,2253,0,0,2253,3660,-655,3138,2326,0.4,71,7605,69,90.22
2021,9,2021-09-25,7280,39,6,27,156,317,505,7825,77,491,2701,53,3322,2205,0,0,2205,4440,191,2262,2298,0.4,71,7508,69,90.42
2021,9,2021-09-26,7220,40,5,27,164,340,536,7796,76,490,2702,56,3323,2213,0,0,2213,4200,-26,2440,2260,0.4,71,7456,70,90.62
2021,9,2021-09-27,7240,41,5,28,159,330,522,7803,78,490,2700,55,3322,2162,0,0,2162,3070,-1136,3606,2319,0.4,70,7473,69,90.79
2021,9,2021-09-28,7630,41,5,28,140,285,458,8129,94,398,2685,43,3219,2157,0,0,2157,2247.5,-1915,4820,2754,0.37,66,7844,65,90.84
2021,9,2021-09-29,7520,41,5,29,126,278,438,7999,102,399,1746,36,2284,2106,0,0,2106,2428,-786,4544,3610,0.26,55,7721,53,90.71
2021,9,2021-09-30,7500,42,6,45,118,297,466,8008,99,796,797,45,1737,2074,0,0,2074,3760,1141,3202,4197,0.19,48,7711,46,90.5
